Symbol,IssuerName,Sector,Industry,IPO
DDD,3D Systems Corporation,Technology,Computer Software: Prepackaged Software,n/a
MMM,3M Company,Health Care,Medical/Dental Instruments,n/a
WBAI,500.com Limited,Consumer Services,Services-Misc. Amusement & Recreation,2013
WUBA,58.com Inc.,Technology,"Computer Software: Programming, Data Processing",2013
AHC,A.H. Belo Corporation,Consumer Services,Newspapers/Magazines,n/a
ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment,2014
AAC,"AAC Holdings, Inc.",Health Care,Medical Specialities,2014
AIR,AAR Corp.,Capital Goods,Aerospace,n/a
AAN,"Aaron&#39;s,  Inc.",Technology,Diversified Commercial Services,n/a
ABB,ABB Ltd,Consumer Durables,Electrical Products,n/a
ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals,n/a
ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals,2012
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,n/a
GCH,"Aberdeen Greater China Fund, Inc.",n/a,n/a,1992
JEQ,"Aberdeen Japan Equity Fund, Inc. ",n/a,n/a,1992
SGF,"Aberdeen Singapore Fund, Inc.",n/a,n/a,1990
ABM,ABM Industries Incorporated,Finance,Diversified Commercial Services,n/a
AKR,Acadia Realty Trust,Consumer Services,Real Estate Investment Trusts,n/a
ACN,Accenture plc,Miscellaneous,Business Services,2001
ACCO,Acco Brands Corporation,Consumer Durables,Publishing,n/a
ATV,"Acorn International, Inc.",Consumer Services,Other Specialty Stores,2007
ATU,Actuant Corporation,Technology,Industrial Machinery/Components,n/a
AYI,Acuity Brands Inc,Consumer Durables,Building Products,n/a
GOLF,Acushnet Holdings Corp.,Consumer Non-Durables,Recreational Products/Toys,2016
ADX,"Adams Diversified Equity Fund, Inc.",n/a,n/a,n/a
PEO,"Adams Natural Resources Fund, Inc.",n/a,n/a,n/a
AGRO,Adecoagro S.A.,Consumer Non-Durables,Farming/Seeds/Milling,2011
ADNT,Adient plc,Capital Goods,Auto Parts:O.E.M.,2016
ATGE,Adtalem Global Education Inc.,Consumer Services,Other Consumer Services,n/a
AAP,Advance Auto Parts Inc,Consumer Services,Other Specialty Stores,n/a
ADSW,"Advanced Disposal Services, Inc.",Public Utilities,Environmental Services,2016
WMS,"Advanced Drainage Systems, Inc.",Capital Goods,Containers/Packaging,2014
ASX,"Advanced Semiconductor Engineering, Inc.",Technology,Semiconductors,n/a
ASIX,AdvanSix Inc.,Basic Industries,Major Chemicals,2016
AAV,Advantage Oil & Gas Ltd,Energy,Oil & Gas Production,n/a
AVK,Advent Claymore Convertible Securities and Income Fund,n/a,n/a,2003
AGC,Advent Claymore Convertible Securities and Income Fund II,n/a,n/a,2007
LCM,Advent/Claymore Enhanced Growth & Income Fund,n/a,n/a,2005
ACM,AECOM,Consumer Services,Military/Government/Technical,2007
ANW,Aegean Marine Petroleum Network Inc.,Energy,Oil Refining/Marketing,2006
AEB,Aegon NV,Finance,Life Insurance,n/a
AED,Aegon NV,Finance,Life Insurance,n/a
AEG,Aegon NV,Finance,Life Insurance,n/a
AEH,Aegon NV,Finance,Life Insurance,n/a
AEK,Aegon NV,Finance,Life Insurance,n/a
AER,Aercap Holdings N.V.,Technology,Diversified Commercial Services,2006
HIVE,"Aerohive Networks, Inc.",Technology,EDP Services,2014
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,Military/Government/Technical,n/a
AET,Aetna Inc.,Health Care,Medical Specialities,n/a
AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers,n/a
AFL,Aflac Incorporated,Finance,Accident &Health Insurance,n/a
AFSD,Aflac Incorporated,Finance,Accident &Health Insurance,n/a
MITT,"AG Mortgage Investment Trust, Inc.",n/a,n/a,2011
MITT^A,"AG Mortgage Investment Trust, Inc.",n/a,n/a,n/a
MITT^B,"AG Mortgage Investment Trust, Inc.",n/a,n/a,n/a
AGCO,AGCO Corporation,Capital Goods,Industrial Machinery/Components,n/a
A,"Agilent Technologies, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,1999
AEM,Agnico Eagle Mines Limited,Basic Industries,Precious Metals,n/a
ADC,Agree Realty Corporation,Consumer Services,Real Estate Investment Trusts,n/a
AGU,Agrium Inc.,Basic Industries,Agricultural Chemicals,n/a
AL,Air Lease Corporation,Technology,Diversified Commercial Services,2011
APD,"Air Products and Chemicals, Inc.",Basic Industries,Major Chemicals,n/a
AYR,Aircastle Limited,Technology,Diversified Commercial Services,2006
AKS,AK Steel Holding Corporation,Basic Industries,Steel/Iron Ore,n/a
ALP^O.CL,Alabama Power Company,n/a,n/a,n/a
ALP^Q,Alabama Power Company,n/a,n/a,n/a
ALG,"Alamo Group, Inc.",Capital Goods,Industrial Machinery/Components,n/a
AGI,Alamos Gold Inc.,Basic Industries,Precious Metals,2015
ALK,"Alaska Air Group, Inc.",Transportation,Air Freight/Delivery Services,n/a
AIN,Albany International Corporation,Basic Industries,Textiles,n/a
ALB,Albemarle Corporation,Basic Industries,Major Chemicals,n/a
AA,Alcoa Corporation,Basic Industries,Aluminum,2016
ALR,Alere Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a
ALR^B,Alere Inc.,n/a,n/a,n/a
ALEX,"Alexander & Baldwin Holdings, Inc.",Finance,Real Estate,n/a
ALX,"Alexander&#39;s, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
ARE^D,"Alexandria Real Estate Equities, Inc.",n/a,n/a,n/a
AQN,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,2016
BABA,Alibaba Group Holding Limited,Miscellaneous,Business Services,2014
Y,Alleghany Corporation,Finance,Property-Casualty Insurers,n/a
ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,n/a
ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,2013
AGN,Allergan plc.,Health Care,Major Pharmaceuticals,2013
AGN^A,Allergan plc.,n/a,n/a,n/a
ALE,"Allete, Inc.",Public Utilities,Power Generation,n/a
AKP,Alliance California Municipal Income Fund Inc,n/a,n/a,2002
ADS,Alliance Data Systems Corporation,Miscellaneous,Business Services,2001
AFB,Alliance National Municipal Income Fund Inc,n/a,n/a,2002
AOI,"Alliance One International, Inc.",Consumer Services,Farming/Seeds/Milling,n/a
AWF,Alliance World Dollar Government Fund II,n/a,n/a,1993
AB,AllianceBernstein Holding L.P.,Finance,Investment Managers,n/a
LNT,Alliant Energy Corporation,Public Utilities,Power Generation,n/a
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,n/a,n/a,2017
NCV,AllianzGI Convertible & Income Fund,n/a,n/a,2003
NCZ,AllianzGI Convertible & Income Fund II,n/a,n/a,2003
ACV,AllianzGI Diversified Income & Convertible Fund,n/a,n/a,2015
NIE,AllianzGI Equity & Convertible Income Fund,n/a,n/a,2007
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Finance,Finance: Consumer Services,2005
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,2012
ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,n/a
ALL^A,Allstate Corporation (The),n/a,n/a,n/a
ALL^B,Allstate Corporation (The),n/a,n/a,n/a
ALL^C,Allstate Corporation (The),n/a,n/a,n/a
ALL^D,Allstate Corporation (The),n/a,n/a,n/a
ALL^E,Allstate Corporation (The),n/a,n/a,n/a
ALL^F,Allstate Corporation (The),n/a,n/a,n/a
ALLY,Ally Financial Inc.,Finance,Finance: Consumer Services,2014
ALLY^A,Ally Financial Inc.,n/a,n/a,n/a
ALDW,"Alon USA Partners, LP",Energy,Integrated oil Companies,2012
AGD,Alpine Global Dynamic Dividend Fund,n/a,n/a,2006
AWP,Alpine Global Premier Properties Fund,n/a,n/a,2007
AOD,Alpine Total Dynamic Dividend Fund,n/a,n/a,2007
AYX,"Alteryx, Inc.",Technology,Computer Software: Prepackaged Software,2017
ATUS,"Altice USA, Inc.",Consumer Services,Television Services,2017
RESI,Altisource Residential Corporation,Finance,Real Estate,n/a
MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling,n/a
ACH,Aluminum Corporation of China Limited,Basic Industries,Aluminum,2001
AMBR,"Amber Road, Inc.",Technology,Computer Software: Prepackaged Software,2014
ABEV,Ambev S.A.,Consumer Non-Durables,Beverages (Production/Distribution),2013
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,Movies/Entertainment,2013
AMFW,Amec Plc Ord,Consumer Services,Military/Government/Technical,2014
AEE,Ameren Corporation,Public Utilities,Power Generation,n/a
AMRC,"Ameresco, Inc.",Basic Industries,Engineering & Construction,2010
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,n/a
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,n/a
AAT,"American Assets Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2011
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
ACC,American Campus Communities Inc,Consumer Services,Real Estate Investment Trusts,2004
AEO,"American Eagle Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
AEP,"American Electric Power Company, Inc.",Public Utilities,Electric Utilities: Central,n/a
AEL,American Equity Investment Life Holding Company,Finance,Life Insurance,2003
AXP,American Express Company,Finance,Finance: Consumer Services,n/a
AFG,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,n/a
AFGE,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,2014
AFGH,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,2015
AMH,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,2013
AMH^A,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,n/a
AMH^B,American Homes 4 Rent,n/a,n/a,n/a
AMH^C,American Homes 4 Rent,n/a,n/a,n/a
AMH^D,American Homes 4 Rent,n/a,n/a,n/a
AMH^E,American Homes 4 Rent,n/a,n/a,n/a
AMH^F,American Homes 4 Rent,n/a,n/a,n/a
AMH^G,American Homes 4 Rent,n/a,n/a,n/a
AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers,n/a
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a
AMID,"American Midstream Partners, LP",Public Utilities,Natural Gas Distribution,2011
ARL,"American Realty Investors, Inc.",Finance,Real Estate,n/a
ARA,"American Renal Associates Holdings, Inc",Health Care,Hospital/Nursing Management,2016
AWR,American States Water Company,Public Utilities,Water Supply,n/a
AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,n/a
AMT^B,American Tower Corporation (REIT),n/a,n/a,n/a
AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,n/a
AWK,American Water Works,Public Utilities,Water Supply,2008
APU,"AmeriGas Partners, L.P.",Consumer Services,Other Specialty Stores,n/a
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,Investment Managers,n/a
ABC,AmerisourceBergen Corporation (Holding Co),Health Care,Other Pharmaceuticals,n/a
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,2012
AMN,AMN Healthcare Services Inc,Technology,Professional Services,n/a
AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,n/a
APH,Amphenol Corporation,Capital Goods,Electrical Products,n/a
BETR,"Amplify Snack Brands, inc.",Consumer Non-Durables,Packaged Foods,2015
AXR,AMREP Corporation,Consumer Services,Newspapers/Magazines,n/a
AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,n/a
AFSI^A,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSI^B,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSI^C,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSI^D,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSI^E,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSI^F,"AmTrust Financial Services, Inc.",n/a,n/a,n/a
AFSS,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers,2015
AFST,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers,2015
AEUA,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,2015
APC,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,n/a
ANDV,Andeavor,Energy,Integrated oil Companies,n/a
ANDX,Andeavor Logistics LP,Energy,Natural Gas Distribution,2011
AU,AngloGold Ashanti Limited,Basic Industries,Precious Metals,n/a
BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),n/a
AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,n/a
NLY,Annaly Capital Management Inc,Consumer Services,Real Estate Investment Trusts,n/a
NLY^C,Annaly Capital Management Inc,n/a,n/a,n/a
NLY^D,Annaly Capital Management Inc,n/a,n/a,n/a
NLY^E,Annaly Capital Management Inc,n/a,n/a,n/a
NLY^F,Annaly Capital Management Inc,n/a,n/a,n/a
AMGP,Antero Midstream GP LP,Public Utilities,Natural Gas Distribution,2017
AM,Antero Midstream Partners LP,Public Utilities,Natural Gas Distribution,2014
AR,Antero Resources Corporation,Energy,Oil & Gas Production,2013
ANTM,"Anthem, Inc.",Health Care,Medical Specialities,n/a
ANTX,"Anthem, Inc.",Health Care,Medical Specialities,2015
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,n/a
ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a
ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a
ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a
AON,Aon plc,Finance,Specialty Insurers,n/a
APA,Apache Corporation,Energy,Oil & Gas Production,n/a
AIV,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,1994
AIV^A,Apartment Investment and Management Company,n/a,n/a,n/a
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,2009
ARI^C,Apollo Commercial Real Estate Finance,n/a,n/a,n/a
APO,"Apollo Global Management, LLC",Finance,Investment Managers,2011
APO^A,"Apollo Global Management, LLC",n/a,n/a,n/a
AIB.CL,Apollo Investment Corporation,n/a,n/a,n/a
AIY,Apollo Investment Corporation,n/a,n/a,2013
AFT,Apollo Senior Floating Rate Fund Inc.,n/a,n/a,2011
AIF,Apollo Tactical Income Fund Inc.,n/a,n/a,2013
APLE,"Apple Hospitality REIT, Inc.",Consumer Services,Real Estate Investment Trusts,2015
AIT,"Applied Industrial Technologies, Inc.",Consumer Durables,Industrial Specialties,n/a
ATR,"AptarGroup, Inc.",Consumer Non-Durables,Plastic Products,n/a
WTR,"Aqua America, Inc.",Public Utilities,Water Supply,n/a
WAAS,AquaVenture Holdings Limited,Public Utilities,Water Supply,2016
ARMK,Aramark,Consumer Services,Restaurants,2013
ABR,Arbor Realty Trust,Consumer Services,Real Estate Investment Trusts,2004
ABR^A,Arbor Realty Trust,n/a,n/a,n/a
ABR^B,Arbor Realty Trust,n/a,n/a,n/a
ABR^C,Arbor Realty Trust,n/a,n/a,n/a
ABRN,Arbor Realty Trust,Consumer Services,Real Estate Investment Trusts,2014
ARC,"ARC Document Solutions, Inc.",Consumer Services,Professional Services,2004
ARCX,Arc Logistic Partners LP,Energy,Oil Refining/Marketing,2013
MT,ArcelorMittal,Basic Industries,Steel/Iron Ore,n/a
ARH^C,Arch Capital Group Ltd.,n/a,n/a,n/a
ARCH,"Arch Coal, Inc.",Energy,Coal Mining,2016
ADM,Archer-Daniels-Midland Company,Consumer Non-Durables,Packaged Foods,n/a
AROC,"Archrock, Inc.",Public Utilities,Natural Gas Distribution,n/a
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications,n/a
ARNC^B,Arconic Inc.,n/a,n/a,n/a
ARCO,Arcos Dorados Holdings Inc.,Consumer Services,Restaurants,2011
ARD,Ardagh Group S.A.,Consumer Durables,Containers/Packaging,2017
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation,2013
AFC,Ares Capital Corporation,n/a,n/a,n/a
ACRE,Ares Commercial Real Estate Corporation,Consumer Services,Real Estate Investment Trusts,2012
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",n/a,n/a,2012
ARES,Ares Management L.P.,Finance,Investment Managers,2014
ARES^A,Ares Management L.P.,n/a,n/a,n/a
AGX,"Argan, Inc.",Basic Industries,Engineering & Construction,n/a
ANET,"Arista Networks, Inc.",Technology,Computer Communications Equipment,2014
AI,Arlington Asset Investment Corp,Finance,Finance/Investors Services,n/a
AI^B,Arlington Asset Investment Corp,n/a,n/a,n/a
AIC,Arlington Asset Investment Corp,Finance,Finance/Investors Services,2015
AIW,Arlington Asset Investment Corp,Finance,Finance/Investors Services,n/a
AHH,"Armada Hoffler Properties, Inc.",Finance,Real Estate,2013
ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
ARR^A,"ARMOUR Residential REIT, Inc.",n/a,n/a,n/a
ARR^B,"ARMOUR Residential REIT, Inc.",n/a,n/a,n/a
AFI,"Armstrong Flooring, Inc.",Consumer Non-Durables,Plastic Products,2016
AWI,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products,n/a
ARW,"Arrow Electronics, Inc.",Consumer Non-Durables,Electronic Components,n/a
AJG,Arthur J. Gallagher & Co.,Finance,Specialty Insurers,n/a
APAM,Artisan Partners Asset Management Inc.,Finance,Investment Managers,2013
ASA,ASA Gold and Precious Metals Limited,n/a,n/a,n/a
ABG,Asbury Automotive Group Inc,Consumer Durables,Automotive Aftermarket,2002
AHP,"Ashford Hospitality Prime, Inc.",Consumer Services,Real Estate Investment Trusts,2013
AHP^B,"Ashford Hospitality Prime, Inc.",n/a,n/a,n/a
AHT,Ashford Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts,2003
AHT^D,Ashford Hospitality Trust Inc,n/a,n/a,n/a
AHT^F,Ashford Hospitality Trust Inc,n/a,n/a,n/a
AHT^G,Ashford Hospitality Trust Inc,n/a,n/a,n/a
AHT^H,Ashford Hospitality Trust Inc,n/a,n/a,n/a
ASH,Ashland Global Holdings Inc.,Consumer Durables,Specialty Chemicals,n/a
APB,"Asia Pacific Fund, Inc. (The)",n/a,n/a,n/a
GRR,"Asia Tigers Fund, Inc. (The)",n/a,n/a,n/a
ASPN,"Aspen Aerogels, Inc.",Consumer Services,RETAIL: Building Materials,2014
AHL,Aspen Insurance Holdings Limited,Finance,Property-Casualty Insurers,2003
AHL^C,Aspen Insurance Holdings Limited,n/a,n/a,n/a
AHL^D,Aspen Insurance Holdings Limited,n/a,n/a,n/a
ASB,Associated Banc-Corp,Finance,Major Banks,n/a
ASB^C,Associated Banc-Corp,n/a,n/a,n/a
ASB^D,Associated Banc-Corp,n/a,n/a,n/a
AC,"Associated Capital Group, Inc.",Finance,Investment Bankers/Brokers/Service,2015
AIZ,"Assurant, Inc.",Finance,Accident &Health Insurance,2004
AGO,Assured Guaranty Ltd.,Finance,Property-Casualty Insurers,2004
AGO^B,Assured Guaranty Ltd.,n/a,n/a,n/a
AGO^E,Assured Guaranty Ltd.,n/a,n/a,n/a
AGO^F,Assured Guaranty Ltd.,n/a,n/a,n/a
AF,Astoria Financial Corporation,Finance,Savings Institutions,n/a
AF^C,Astoria Financial Corporation,n/a,n/a,n/a
AZN,Astrazeneca PLC,Health Care,Major Pharmaceuticals,n/a
HOME,At Home Group Inc.,Consumer Services,Home Furnishings,2016
T,AT&T Inc.,Public Utilities,Telecommunications Equipment,n/a
ATTO,Atento S.A.,Public Utilities,Telecommunications Equipment,2014
ATH,Athene Holding Ltd.,Finance,Life Insurance,2016
ATKR,Atkore International Group Inc.,Miscellaneous,Industrial Machinery/Components,2016
AT,Atlantic Power Corporation,Energy,Electric Utilities: Central,n/a
ATO,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission,n/a
ATW,"Atwood Oceanics, Inc.",Energy,Oil & Gas Production,n/a
AUO,AU Optronics Corp,Technology,Semiconductors,2002
ATHM,Autohome Inc.,Technology,EDP Services,2013
ALV,"Autoliv, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
AN,"AutoNation, Inc.",Consumer Durables,Automotive Aftermarket,n/a
AZO,"AutoZone, Inc.",Consumer Services,Other Specialty Stores,n/a
AVB,"AvalonBay Communities, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
AGR,"Avangrid, Inc.",Public Utilities,Electric Utilities: Central,2015
ACP,Avenue Income Credit Strategies Fund,n/a,n/a,2011
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging,n/a
AVH,Avianca Holdings S.A.,Transportation,Air Freight/Delivery Services,2013
AVA,Avista Corporation,Public Utilities,Power Generation,n/a
AVT,"Avnet, Inc.",Consumer Non-Durables,Electronic Components,n/a
AVP,"Avon Products, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,n/a
AVX,AVX Corporation,Capital Goods,Electrical Products,n/a
AXTA,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings,2014
AXS,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,2003
AXS^D,Axis Capital Holdings Limited,n/a,n/a,n/a
AXS^E,Axis Capital Holdings Limited,n/a,n/a,n/a
AZUL,Azul S.A.,Transportation,Air Freight/Delivery Services,2017
AZRE,Azure Power Global Limited,Public Utilities,Electric Utilities: Central,2016
AZZ,AZZ Inc.,Consumer Durables,Building Products,n/a
BGS,"B&G Foods, Inc.",Consumer Non-Durables,Packaged Foods,n/a
BW,Babcock,Capital Goods,Building Products,2015
BGH,Babson Global Short Duration High Yield Fund,n/a,n/a,2012
BMI,"Badger Meter, Inc.",Capital Goods,Industrial Machinery/Components,n/a
BHGE,"Baker Hughes, a GE company",Energy,Metal Fabrications,2017
BBN,BalckRock Taxable Municipal Bond Trust,n/a,n/a,2010
BLL,Ball Corporation,Consumer Durables,Containers/Packaging,n/a
BANC,"Banc of California, Inc.",Finance,Major Banks,n/a
BANC^C,"Banc of California, Inc.",n/a,n/a,n/a
BANC^D,"Banc of California, Inc.",n/a,n/a,n/a
BANC^E,"Banc of California, Inc.",n/a,n/a,n/a
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Finance,Commercial Banks,n/a
BBD,Banco Bradesco Sa,Finance,Major Banks,n/a
BBDO,Banco Bradesco Sa,Finance,Major Banks,n/a
BCH,Banco De Chile,Finance,Commercial Banks,n/a
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,Commercial Banks,1992
BSBR,Banco Santander Brasil SA,Finance,Commercial Banks,2009
BSAC,Banco Santander Chile,Finance,Commercial Banks,n/a
SAN,"Banco Santander, S.A.",Finance,Commercial Banks,n/a
SAN^A,"Banco Santander, S.A.",n/a,n/a,n/a
SAN^B,"Banco Santander, S.A.",n/a,n/a,n/a
SAN^C,"Banco Santander, S.A.",n/a,n/a,n/a
SAN^I,"Banco Santander, S.A.",n/a,n/a,n/a
CIB,BanColombia S.A.,Finance,Commercial Banks,n/a
BXS,"BancorpSouth, Inc.",Finance,Major Banks,n/a
BAC,Bank of America Corporation,Finance,Major Banks,n/a
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a
BAC^A,Bank of America Corporation,n/a,n/a,n/a
BAC^C,Bank of America Corporation,n/a,n/a,n/a
BAC^D,Bank of America Corporation,n/a,n/a,n/a
BAC^E,Bank of America Corporation,n/a,n/a,n/a
BAC^I,Bank of America Corporation,n/a,n/a,n/a
BAC^L,Bank of America Corporation,n/a,n/a,n/a
BAC^W,Bank of America Corporation,Finance,Major Banks,n/a
BAC^Y,Bank of America Corporation,Finance,Major Banks,n/a
BML^G,Bank of America Corporation,n/a,n/a,n/a
BML^H,Bank of America Corporation,n/a,n/a,n/a
BML^I,Bank of America Corporation,n/a,n/a,n/a
BML^J,Bank of America Corporation,n/a,n/a,n/a
BML^L,Bank of America Corporation,n/a,n/a,n/a
BOH,Bank of Hawaii Corporation,Finance,Major Banks,n/a
BMO,Bank Of Montreal,Finance,Commercial Banks,n/a
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,Commercial Banks,2016
BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks,n/a
BK^C,Bank Of New York Mellon Corporation (The),n/a,n/a,n/a
BNS,Bank of Nova Scotia (The),Finance,Major Banks,n/a
RATE,"Bankrate, Inc.",Technology,EDP Services,2011
BKU,"BankUnited, Inc.",Finance,Savings Institutions,2011
BCS,Barclays PLC,Finance,Commercial Banks,n/a
BCS^D,Barclays PLC,n/a,n/a,n/a
MCI,Barings Corporate Investors,n/a,n/a,n/a
MPV,Barings Participation Investors,Consumer Services,Miscellaneous,1988
BNED,"Barnes & Noble Education, Inc",Consumer Services,Other Specialty Stores,2015
BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores,n/a
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications,n/a
CUDA,"Barracuda Networks, Inc.",Technology,Computer peripheral equipment,2013
ABX,Barrick Gold Corporation,Basic Industries,Precious Metals,n/a
BAS,"Basic Energy Services, Inc.",Energy,Oilfield Services/Equipment,2005
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments,n/a
BTE,Baytex Energy Corp,Energy,Oil & Gas Production,n/a
BBT,BB&T Corporation,Finance,Major Banks,n/a
BBT^D,BB&T Corporation,n/a,n/a,n/a
BBT^E,BB&T Corporation,n/a,n/a,n/a
BBT^F,BB&T Corporation,n/a,n/a,n/a
BBT^G,BB&T Corporation,n/a,n/a,n/a
BBT^H,BB&T Corporation,n/a,n/a,n/a
BFR,BBVA Banco Frances S.A.,Finance,Commercial Banks,n/a
BBX,BBX Capital Corporation,Finance,Real Estate,2017
BCE,"BCE, Inc.",Public Utilities,Telecommunications Equipment,n/a
BZH,"Beazer Homes USA, Inc.",Capital Goods,Homebuilding,1994
BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,n/a
BDXA,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,n/a
BDC,Belden Inc,Basic Industries,Telecommunications Equipment,n/a
BDC^B,Belden Inc,n/a,n/a,n/a
BXE,Bellatrix Exploration Ltd,Energy,Oil & Gas Production,n/a
BEL,Belmond Ltd.,Consumer Services,Hotels/Resorts,n/a
BMS,"Bemis Company, Inc.",Consumer Durables,Containers/Packaging,n/a
BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products,n/a
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,Banks,n/a
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products,2012
BBY,"Best Buy Co., Inc.",Consumer Services,Consumer Electronics/Video Chains,n/a
BGCA,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,2012
BHP,BHP Billiton Limited,Basic Industries,Precious Metals,n/a
BBL,BHP Billiton plc,Energy,Coal Mining,n/a
BIG,"Big Lots, Inc.",Consumer Services,Department/Specialty Retail Stores,n/a
BH,Biglari Holdings Inc.,Consumer Services,Restaurants,n/a
BBG,Bill Barrett Corporation,Energy,Oil & Gas Production,2004
BIOA,BioAmber Inc.,Basic Industries,Major Chemicals,2013
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,Major Pharmaceuticals,2017
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a
BITA,Bitauto Holdings Limited,Technology,EDP Services,2010
